code,uri,label,definition,label_en,label_fr,label_es,label_ar,label_zh,label_ru
858,NA,Uruguay,NA,Uruguay,Uruguay,Uruguay,أوروغواي,乌拉圭,Уругвай
860,NA,Uzbekistan,NA,Uzbekistan,Ouzbékistan,Uzbekistán,أوزبكستان,乌兹别克斯坦,Узбекистан
862,NA,Venezuela (Bolivarian Republic of),NA,Venezuela (Bolivarian Republic of),Venezuela (République bolivarienne du),Venezuela (República Bolivariana de),فنزويلا (جمهورية - البوليفارية),委内瑞拉玻利瓦尔共和国,Венесуэла (Боливарианская Республика)
704,NA,Viet Nam,NA,Viet Nam,Viet Nam,Viet Nam,فييت نام,越南,Вьетнам
231,NA,Ethiopia,NA,Ethiopia,Éthiopie,Etiopía,إثيوبيا,埃塞俄比亚,Эфиопия
092,NA,British Virgin Islands,NA,British Virgin Islands,Îles Vierges britanniques,Islas Vírgenes Británicas,جزر فيرجين البريطانيّة,英属维尔京群岛,Британские Виргинские острова
850,NA,United States Virgin Islands,NA,United States Virgin Islands,Îles Vierges américaines,Islas Vírgenes de los Estados Unidos,جزر فيرجين التابعة للولايات المتحدة,美属维尔京群岛,Виргинские острова Соединенных Штатов
872,NA,Wake Island,NA,Wake Island,Îles Wake,Isla Wake,جزيرة ويك,威克岛,остров Уэйк
876,NA,Wallis and Futuna Islands,NA,Wallis and Futuna Islands,Îles Wallis-et-Futuna,Islas Wallis y Futuna,جزر واليس وفوتونا,瓦利斯和富图纳群岛,острова Уоллис и Футуна
882,NA,Samoa,NA,Samoa,Samoa,Samoa,ساموا,萨摩亚,Самоа
402,NA,West Bank,NA,West Bank,Cisjordanie,Ribera Occidental,الضفة الغربيّة,西岸,Западный берег
886,NA,Yemen Arab Republic,NA,Yemen Arab Republic,"Yemen, Rep. Arabe","Yemen, Republica Araba",NA,NA,NA
720,NA,"Yemen, Democratic",NA,"Yemen, Democratic",Yemen Democratique,Yemen Democratico,NA,NA,NA
890,NA,Yugoslavia SFR,NA,Yugoslavia SFR,RFS de Yougoslavie,RFS de Yugoslavia,NA,NA,NA
887,NA,Yemen,NA,Yemen,Yémen,Yemen,اليمن,也门,Йемен
180,NA,Democratic Republic of the Congo,NA,Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,جمهوريّة الكونغو الديمقراطية,刚果民主共和国,Демократическая Республика Конго
894,NA,Zambia,NA,Zambia,Zambie,Zambia,زامبيا,赞比亚,Замбия
896,NA,Other NEI,NA,Other NEI,Autres NCA,Otros NEP,NA,NA,NA
056,NA,Belgium,NA,Belgium,Belgique,Bélgica,بلجيكا,比利时,Бельгия
442,NA,Luxembourg,NA,Luxembourg,Luxembourg,Luxemburgo,لكسمبرغ,卢森堡,Люксембург
660,NA,Anguilla,NA,Anguilla,Anguilla,Anguila,أنغويلا,安圭拉,Ангилья
830,NA,Channel Islands,NA,Channel Islands,Îles Anglo-Normandes,Islas Anglonormandas,جزر شانيل,海峡群岛,Нормандские острова
744,NA,Svalbard and Jan Mayen Islands,NA,Svalbard and Jan Mayen Islands,Îles Svalbard-et-Jan Mayen,Islas Svalbard y Jan Mayen,جزر سفالبارد وجان مايين,斯瓦尔巴和扬马延群岛,острова Шпицберген и Ян Майен
833,NA,Isle of Man,NA,Isle of Man,Île de Man,Isla de Man,جزيرة مان,马恩岛,остров Мэн
175,NA,Mayotte,NA,Mayotte,Mayotte,Mayotte,مايوت,马约特,Майотта
239,NA,South Georgia and the South Sandwich Islands,NA,South Georgia and the South Sandwich Islands,Géorgie du Sud-et-Îles Sandwich du Sud,Georgia del Sur y las Islas Sandwich del Sur,جزر جنوب جورجيا وساندويتش,南乔治亚岛和南桑威奇群岛,остров Южная Георгия и Южные Сандвичевы острова
688,NA,Serbia,NA,Serbia,Serbie,Serbia,صربيا,塞尔维亚,Сербия
499,NA,Montenegro,NA,Montenegro,Monténégro,Montenegro,الجبل الأسود,黑山,Черногория
836,NA,"United Republic of Tanzania, Zanzibar",NA,"United Republic of Tanzania, Zanzibar","République-Unie de Tanzanie, Zanzibar","República Unida de Tanzanía, Zanzibar",جمهوريّة تنزانيا المتحدة، زنجبار,坦桑尼亚联合共和国桑给巴尔,"Объединенная Республика Танзания, Занзибар"
532,NA,Netherlands Antilles,NA,Netherlands Antilles,Antilles néerlandaises,Antillas Neerlandesas,من جزر الأنتيل الهولندية,荷属安的列斯人/属安的列斯人的,(из/ житель) Голландских Антильских островов
248,NA,Åland Islands,NA,Åland Islands,Îles d'Åland,Islas Åland,جزر ألاند,奥兰群岛,Аландские острова
535,NA,"Bonaire, Sint Eustatius and Saba",NA,"Bonaire, Sint Eustatius and Saba","Bonaire, Saint-Eustache et Saba","Bonaire, San Eustaquio y Saba",بونير وسان يوستاتيوس وسابا,博纳尔、圣俄斯塔休斯和萨巴,"Бонайре, Синт-Эстатиус и Саба"
831,NA,Guernsey,NA,Guernsey,Guernesey,Guernesey,غيرنسي,根西,Гернси
832,NA,Jersey,NA,Jersey,Jersey,Jersey,جيرسي,泽西,Джерси
531,NA,Curaçao,NA,Curaçao,Curaçao,Curaçao,كوراساو,库拉索,Кюрасао
652,NA,Saint Barthélemy,NA,Saint Barthélemy,Saint-Barthélemy,San Bartolomé,سان بارتليمي,圣巴泰勒米,Сен-Бартелеми
663,NA,Saint Martin (French part),NA,Saint Martin (French part),Saint-Martin (partie française),San Martín (parte francesa),سان مارتن - الجزء الفرنسي,圣马丁（法属部分）,Сен-Мартен (французская часть)
534,NA,Sint Maarten (Dutch part),NA,Sint Maarten (Dutch part),Sint Maarten (partie néerlandaise),Sint Maarten (parte de los Países Bajos),سانت مارتن - الجزء الهولندي,圣马丁（荷属部分）,Синт-Мартен (нидерландская часть)
728,NA,South Sudan,NA,South Sudan,Soudan du Sud,Sudán del Sur,جنوب السودان,南苏丹,Южный Судан
680,NA,Sark,NA,Sark,Sercq,Sark,سارك,萨克,Сарк
729,NA,Sudan,NA,Sudan,Soudan,Sudán,السودان,苏丹,Судан
275,NA,Palestine,NA,Palestine,Palestine,Palestina,فلسطين,巴勒斯坦,Палестина
0,NA,European Union,NA,European Union,Union européenne,Unión Europea,الإتحاد الأوروبي,欧洲联盟,Европейский союз
