code,uri,label,definition,label_en,label_fr,label_es,label_ar,label_zh,label_ru
GBR,NA,United Kingdom of Great Britain and Northern Ireland,NA,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,大不列颠及北爱尔兰联合王国,Соединенное Королевство Великобритании и Северной Ирландии
UKR,NA,Ukraine,NA,Ukraine,Ukraine,Ucrania,أوكرانيا,乌克兰,Украина
USA,NA,United States of America,NA,United States of America,États-Unis d'Amérique,Estados Unidos de América,الولايات المتحدة الأمريكيّة,美利坚合众国,Соединенные Штаты Америки
UMI,NA,United States Minor Outlying Islands,NA,United States Minor Outlying Islands,Îles mineures éloignées des États-Unis,Islas menores alejadas de los Estados Unidos,جزر الولايات المتحدة الصغرى,美国本土外小岛屿,Внешние малые острова Соединенных Штатов Америки
BFA,NA,Burkina Faso,NA,Burkina Faso,Burkina Faso,Burkina Faso,بوركينا فاسو,布基纳法索,Буркина-Фасо
URY,NA,Uruguay,NA,Uruguay,Uruguay,Uruguay,أوروغواي,乌拉圭,Уругвай
UZB,NA,Uzbekistan,NA,Uzbekistan,Ouzbékistan,Uzbekistán,أوزبكستان,乌兹别克斯坦,Узбекистан
VEN,NA,Venezuela (Bolivarian Republic of),NA,Venezuela (Bolivarian Republic of),Venezuela (République bolivarienne du),Venezuela (República Bolivariana de),فنزويلا (جمهورية - البوليفارية),委内瑞拉玻利瓦尔共和国,Венесуэла (Боливарианская Республика)
VNM,NA,Viet Nam,NA,Viet Nam,Viet Nam,Viet Nam,فييت نام,越南,Вьетнам
ETH,NA,Ethiopia,NA,Ethiopia,Éthiopie,Etiopía,إثيوبيا,埃塞俄比亚,Эфиопия
VGB,NA,British Virgin Islands,NA,British Virgin Islands,Îles Vierges britanniques,Islas Vírgenes Británicas,جزر فيرجين البريطانيّة,英属维尔京群岛,Британские Виргинские острова
VIR,NA,United States Virgin Islands,NA,United States Virgin Islands,Îles Vierges américaines,Islas Vírgenes de los Estados Unidos,جزر فيرجين التابعة للولايات المتحدة,美属维尔京群岛,Виргинские острова Соединенных Штатов
WAK,NA,Wake Island,NA,Wake Island,Îles Wake,Isla Wake,جزيرة ويك,威克岛,остров Уэйк
WLF,NA,Wallis and Futuna Islands,NA,Wallis and Futuna Islands,Îles Wallis-et-Futuna,Islas Wallis y Futuna,جزر واليس وفوتونا,瓦利斯和富图纳群岛,острова Уоллис и Футуна
WSM,NA,Samoa,NA,Samoa,Samoa,Samoa,ساموا,萨摩亚,Самоа
NA,NA,West Bank,NA,West Bank,Cisjordanie,Ribera Occidental,الضفة الغربيّة,西岸,Западный берег
NA,NA,Yemen Arab Republic,NA,Yemen Arab Republic,"Yemen, Rep. Arabe","Yemen, Republica Araba",NA,NA,NA
NA,NA,"Yemen, Democratic",NA,"Yemen, Democratic",Yemen Democratique,Yemen Democratico,NA,NA,NA
YUG,NA,Yugoslavia SFR,NA,Yugoslavia SFR,RFS de Yougoslavie,RFS de Yugoslavia,NA,NA,NA
YEM,NA,Yemen,NA,Yemen,Yémen,Yemen,اليمن,也门,Йемен
COD,NA,Democratic Republic of the Congo,NA,Democratic Republic of the Congo,République démocratique du Congo,República Democrática del Congo,جمهوريّة الكونغو الديمقراطية,刚果民主共和国,Демократическая Республика Конго
ZMB,NA,Zambia,NA,Zambia,Zambie,Zambia,زامبيا,赞比亚,Замбия
NA,NA,Other NEI,NA,Other NEI,Autres NCA,Otros NEP,NA,NA,NA
BEL,NA,Belgium,NA,Belgium,Belgique,Bélgica,بلجيكا,比利时,Бельгия
LUX,NA,Luxembourg,NA,Luxembourg,Luxembourg,Luxemburgo,لكسمبرغ,卢森堡,Люксембург
AIA,NA,Anguilla,NA,Anguilla,Anguilla,Anguila,أنغويلا,安圭拉,Ангилья
NA,NA,Channel Islands,NA,Channel Islands,Îles Anglo-Normandes,Islas Anglonormandas,جزر شانيل,海峡群岛,Нормандские острова
SJM,NA,Svalbard and Jan Mayen Islands,NA,Svalbard and Jan Mayen Islands,Îles Svalbard-et-Jan Mayen,Islas Svalbard y Jan Mayen,جزر سفالبارد وجان مايين,斯瓦尔巴和扬马延群岛,острова Шпицберген и Ян Майен
IMN,NA,Isle of Man,NA,Isle of Man,Île de Man,Isla de Man,جزيرة مان,马恩岛,остров Мэн
MYT,NA,Mayotte,NA,Mayotte,Mayotte,Mayotte,مايوت,马约特,Майотта
SGS,NA,South Georgia and the South Sandwich Islands,NA,South Georgia and the South Sandwich Islands,Géorgie du Sud-et-Îles Sandwich du Sud,Georgia del Sur y las Islas Sandwich del Sur,جزر جنوب جورجيا وساندويتش,南乔治亚岛和南桑威奇群岛,остров Южная Георгия и Южные Сандвичевы острова
SRB,NA,Serbia,NA,Serbia,Serbie,Serbia,صربيا,塞尔维亚,Сербия
MNE,NA,Montenegro,NA,Montenegro,Monténégro,Montenegro,الجبل الأسود,黑山,Черногория
EAZ,NA,"United Republic of Tanzania, Zanzibar",NA,"United Republic of Tanzania, Zanzibar","République-Unie de Tanzanie, Zanzibar","República Unida de Tanzanía, Zanzibar",جمهوريّة تنزانيا المتحدة، زنجبار,坦桑尼亚联合共和国桑给巴尔,"Объединенная Республика Танзания, Занзибар"
ALA,NA,Åland Islands,NA,Åland Islands,Îles d'Åland,Islas Åland,جزر ألاند,奥兰群岛,Аландские острова
BES,NA,"Bonaire, Sint Eustatius and Saba",NA,"Bonaire, Sint Eustatius and Saba","Bonaire, Saint-Eustache et Saba","Bonaire, San Eustaquio y Saba",بونير وسان يوستاتيوس وسابا,博纳尔、圣俄斯塔休斯和萨巴,"Бонайре, Синт-Эстатиус и Саба"
GGY,NA,Guernsey,NA,Guernsey,Guernesey,Guernesey,غيرنسي,根西,Гернси
JEY,NA,Jersey,NA,Jersey,Jersey,Jersey,جيرسي,泽西,Джерси
CUW,NA,Curaçao,NA,Curaçao,Curaçao,Curaçao,كوراساو,库拉索,Кюрасао
BLM,NA,Saint Barthélemy,NA,Saint Barthélemy,Saint-Barthélemy,San Bartolomé,سان بارتليمي,圣巴泰勒米,Сен-Бартелеми
MAF,NA,Saint Martin (French part),NA,Saint Martin (French part),Saint-Martin (partie française),San Martín (parte francesa),سان مارتن - الجزء الفرنسي,圣马丁（法属部分）,Сен-Мартен (французская часть)
SXM,NA,Sint Maarten (Dutch part),NA,Sint Maarten (Dutch part),Sint Maarten (partie néerlandaise),Sint Maarten (parte de los Países Bajos),سانت مارتن - الجزء الهولندي,圣马丁（荷属部分）,Синт-Мартен (нидерландская часть)
SSD,NA,South Sudan,NA,South Sudan,Soudan du Sud,Sudán del Sur,جنوب السودان,南苏丹,Южный Судан
NA,NA,Sark,NA,Sark,Sercq,Sark,سارك,萨克,Сарк
SDN,NA,Sudan,NA,Sudan,Soudan,Sudán,السودان,苏丹,Судан
PSE,NA,Palestine,NA,Palestine,Palestine,Palestina,فلسطين,巴勒斯坦,Палестина
EUR,NA,European Union,NA,European Union,Union européenne,Unión Europea,الإتحاد الأوروبي,欧洲联盟,Европейский союз
